trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,star,t,cross","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(480.0, -270.0)","0,2813,2515,2198"
14,2,"circle,cross","(-480.0, -270.0),(480.0, -270.0)","0,2647"
15,1,circle,"(-480.0, -270.0)",0
16,1,circle,"(-480.0, -270.0)",0
17,1,circle,"(-480.0, -270.0)",0
18,1,circle,"(-480.0, -270.0)",0
19,1,circle,"(-480.0, -270.0)",0
20,1,circle,"(-480.0, -270.0)",0
21,4,"circle,star,circle,t","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(480.0, 270.0)","0,4146,3265,2815"
