trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,cross,t,star","(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0),(-480.0, 270.0)","0,4353,2935,3631"
14,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","0,4396,4396,6681"
15,4,"circle,star,t,circle","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, -270.0)","0,3242,3617,2684"
