trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,cross,t,cross","(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0),(480.0, -270.0)","0,1914,4065,3331"
14,2,"circle,cross","(-480.0, -270.0),(480.0, -270.0)","0,3197"
15,4,"circle,cross,circle,cross","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0),(480.0, -270.0)","0,2762,6732,2515"
16,3,"circle,t,star","(-480.0, -270.0),(480.0, 270.0),(-480.0, 270.0)","0,2913,4049"
17,4,"circle,star,star,t","(-480.0, -270.0),(-480.0, 270.0),(-480.0, 270.0),(480.0, 270.0)","0,3245,6813,5365"
