trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,star,circle,star","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(-480.0, 270.0)","0,2379,3132,2698"
14,4,"circle,cross,t,star","(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0),(-480.0, 270.0)","0,2294,3134,2279"
15,4,"circle,star,circle,t","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(480.0, 270.0)","0,1782,3412,6097"
