trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",0
14,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","0,3102,2862,2797"
15,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","0,3195,2185,3297"
16,4,"circle,cross,star,cross","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, -270.0)","0,2314,2466,4864"
