trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",0
14,1,circle,"(-480.0, -270.0)",0
15,1,circle,"(-480.0, -270.0)",0
16,3,"circle,star,cross","(-480.0, -270.0),(-480.0, 270.0),(480.0, -270.0)","0,2481,2834"
17,2,"circle,cross","(-480.0, -270.0),(480.0, -270.0)","0,4597"
18,1,circle,"(-480.0, -270.0)",0
19,1,circle,"(-480.0, -270.0)",0
20,1,circle,"(-480.0, -270.0)",0
21,1,circle,"(-480.0, -270.0)",0
