trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,star,cross,t","(-480.0, -270.0),(-480.0, 270.0),(480.0, -270.0),(480.0, 270.0)","0,2480,3667,1798"
14,2,"circle,star","(-480.0, -270.0),(-480.0, 270.0)","0,2594"
15,4,"circle,star,t,star","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, 270.0)","0,2043,2486,2429"
16,4,"circle,star,t,cross","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(480.0, -270.0)","0,2211,2423,1808"
