trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,3,"circle,cross,circle","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0)","0,2763,3034"
14,1,circle,"(-480.0, -270.0)",0
15,4,"circle,cross,t,star","(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0),(-480.0, 270.0)","0,2899,2415,1783"
16,3,"circle,cross,circle","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0)","0,1981,3581"
17,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","0,2297,2965,2499"
18,4,"circle,cross,t,star","(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0),(-480.0, 270.0)","0,1814,2832,1866"
