trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,star,t,cross","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(480.0, -270.0)","0,2264,2414,2765"
14,1,circle,"(-480.0, -270.0)",0
15,4,"circle,cross,circle,cross","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0),(480.0, -270.0)","0,3130,5564,1783"
16,3,"circle,star,t","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","0,2828,3501"
17,4,"circle,star,circle,star","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(-480.0, 270.0)","0,3262,2680,3231"
