trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",0
14,4,"circle,cross,circle,star","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0),(-480.0, 270.0)","0,4831,2867,3481"
15,1,circle,"(-480.0, -270.0)",0
16,4,"circle,star,t,star","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, 270.0)","0,2081,1786,3727"
17,4,"circle,star,t,circle","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, -270.0)","0,4313,2533,5614"
