trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",0
14,1,circle,"(-480.0, -270.0)",0
15,4,"circle,star,cross,t","(-480.0, -270.0),(-480.0, 270.0),(480.0, -270.0),(480.0, 270.0)","0,2080,4149,4614"
16,4,"circle,cross,circle,star","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0),(-480.0, 270.0)","0,2294,3715,3232"
17,1,circle,"(-480.0, -270.0)",0
18,3,"circle,cross,circle","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0)","0,4348,2515"
19,4,"circle,t,star,circle","(-480.0, -270.0),(480.0, 270.0),(-480.0, 270.0),(-480.0, -270.0)","0,2297,2499,5449"
