trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",0
14,4,"circle,cross,circle,star","(-480.0, -270.0),(480.0, -270.0),(-480.0, -270.0),(-480.0, 270.0)","0,2679,3482,2266"
15,4,"circle,star,t,circle","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, -270.0)","0,1980,3099,2466"
16,2,"circle,star","(-480.0, -270.0),(-480.0, 270.0)","0,2911"
17,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","0,1799,2948,3548"
