trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",0
14,1,circle,"(-480.0, -270.0)",0
15,2,"circle,cross","(-480.0, -270.0),(480.0, -270.0)","0,2932"
16,1,circle,"(-480.0, -270.0)",0
17,1,circle,"(-480.0, -270.0)",0
18,1,circle,"(-480.0, -270.0)",0
19,4,"circle,star,circle,cross","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(480.0, -270.0)","0,2882,2432,2083"
20,1,circle,"(-480.0, -270.0)",0
21,1,circle,"(-480.0, -270.0)",0
