trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
2,1,star,"(-480.0, 270.0)",1132
2,1,circle,"(-480.0, -270.0)",3250
3,1,cross,"(480.0, -270.0)",1797
3,1,t,"(480.0, 270.0)",3599
3,1,cross,"(480.0, -270.0)",5397
3,1,star,"(-480.0, 270.0)",7862
4,1,circle,"(-480.0, -270.0)",451
4,1,star,"(-480.0, 270.0)",2246
4,1,t,"(480.0, 270.0)",9526
4,1,cross,"(480.0, -270.0)",12409
