trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
5,1,t,"(480.0, 270.0)",5265
5,1,star,"(-480.0, 270.0)",8529
5,1,t,"(480.0, 270.0)",12014
5,1,cross,"(480.0, -270.0)",14425
6,1,cross,"(480.0, -270.0)",334
6,1,circle,"(-480.0, -270.0)",3097
6,1,star,"(-480.0, 270.0)",5465
6,1,t,"(480.0, 270.0)",7665
7,1,cross,"(480.0, -270.0)",433
7,1,t,"(480.0, 270.0)",2265
7,1,t,"(480.0, 270.0)",4548
7,1,star,"(-480.0, 270.0)",6334
