trial_num,selection_num,timestamp,shape,position,fixation_duration_ms,rt_from_trial_start_ms,rt_from_previous_selection_ms,queued_selection,was_executed
13,1,183.38129900000058,circle,"(-480.0, -270.0)",0,0.013299999409355223,0.013299999409355223,False,True
14,1,190.6917395000055,circle,"(-480.0, -270.0)",0,0.012599994079209864,0.012599994079209864,False,True
14,2,191.28977640000812,circle,"(-480.0, -270.0)",250.037899997551,598.049499996705,598.0369000026258,True,False
14,2,191.31091410000226,circle,"(-480.0, -270.0)",0,619.1871999908471,619.1745999967679,True,False
14,2,191.3232227999979,circle,"(-480.0, -270.0)",0,631.4958999864757,631.4832999923965,True,False
14,2,191.34078920001048,circle,"(-480.0, -270.0)",0,649.0622999990592,649.04970000498,True,False
14,2,191.35642200001166,circle,"(-480.0, -270.0)",0,664.6951000002446,664.6825000061654,True,False
14,2,191.37242240000342,circle,"(-480.0, -270.0)",0,680.6954999919981,680.6828999979189,True,False
14,2,191.38915240000642,circle,"(-480.0, -270.0)",0,697.4254999950062,697.412900000927,True,False
14,2,191.40618659999745,circle,"(-480.0, -270.0)",0,714.4596999860369,714.4470999919577,True,False
14,2,191.42432080001163,circle,"(-480.0, -270.0)",0,732.5939000002109,732.5813000061316,True,False
14,2,191.4406980000058,circle,"(-480.0, -270.0)",0,748.9710999943782,748.958500000299,True,False
14,2,191.45748959999764,circle,"(-480.0, -270.0)",0,765.7626999862259,765.7500999921467,True,False
14,2,191.47339530001045,circle,"(-480.0, -270.0)",0,781.6683999990346,781.6558000049554,True,False
14,2,191.4898233999993,circle,"(-480.0, -270.0)",0,798.0964999878779,798.0838999937987,True,False
14,2,191.50590940000257,circle,"(-480.0, -270.0)",0,814.1824999911478,814.1698999970686,True,False
14,2,191.52255930000683,circle,"(-480.0, -270.0)",0,830.8323999954155,830.8198000013363,True,False
14,2,191.53912490000948,circle,"(-480.0, -270.0)",0,847.3979999980656,847.3854000039864,True,False
14,2,191.55629629999748,circle,"(-480.0, -270.0)",0,864.5693999860669,864.5567999919876,True,False
14,2,191.57301800001005,circle,"(-480.0, -270.0)",0,881.2910999986343,881.2785000045551,True,False
14,2,191.5890783000068,circle,"(-480.0, -270.0)",0,897.3513999953866,897.3388000013074,True,False
14,2,191.60683750000317,circle,"(-480.0, -270.0)",0,915.110599991749,915.0979999976698,True,False
14,2,191.6232747000031,circle,"(-480.0, -270.0)",0,931.5477999916766,931.5351999975974,True,False
14,2,191.6397345000005,circle,"(-480.0, -270.0)",0,948.0075999890687,947.9949999949895,True,False
14,2,191.65647329999774,circle,"(-480.0, -270.0)",0,964.7463999863248,964.7337999922456,True,False
14,2,191.6737501000025,circle,"(-480.0, -270.0)",0,982.0231999910902,982.010599997011,True,False
14,2,191.6901860000071,circle,"(-480.0, -270.0)",0,998.4590999956708,998.4465000015916,True,False
14,2,191.70700170000782,circle,"(-480.0, -270.0)",0,1015.2747999964049,1015.2622000023257,True,False
14,2,191.72244409999985,circle,"(-480.0, -270.0)",0,1030.7171999884304,1030.7045999943512,True,False
14,2,191.73880950000603,circle,"(-480.0, -270.0)",0,1047.08259999461,1047.0700000005309,True,False
14,2,191.75558009999804,circle,"(-480.0, -270.0)",0,1063.8531999866245,1063.8405999925453,True,False
14,2,191.77265450000414,circle,"(-480.0, -270.0)",0,1080.9275999927195,1080.9149999986403,True,False
14,2,191.7890105999977,circle,"(-480.0, -270.0)",0,1097.283699986292,1097.2710999922128,True,False
14,2,191.8060114000109,circle,"(-480.0, -270.0)",0,1114.284499999485,1114.2719000054058,True,False
14,2,191.82273970000097,circle,"(-480.0, -270.0)",0,1131.0127999895485,1131.0001999954693,True,False
14,2,191.83917120000115,circle,"(-480.0, -270.0)",0,1147.4442999897292,1147.43169999565,True,False
14,2,191.85577080000076,circle,"(-480.0, -270.0)",0,1164.0438999893377,1164.0312999952585,True,False
14,2,191.87243430000672,circle,"(-480.0, -270.0)",0,1180.707399995299,1180.6948000012198,True,False
14,2,191.8896117000113,circle,"(-480.0, -270.0)",0,1197.8847999998834,1197.8722000058042,True,False
14,2,191.9066171000013,circle,"(-480.0, -270.0)",0,1214.8901999898953,1214.8775999958161,True,False
14,2,191.9229997000075,circle,"(-480.0, -270.0)",0,1231.272799996077,1231.2602000019979,True,False
14,2,191.9395014000038,circle,"(-480.0, -270.0)",0,1247.7744999923743,1247.7618999982951,True,False
14,2,191.95651879999787,circle,"(-480.0, -270.0)",0,1264.7918999864487,1264.7792999923695,True,False
14,2,191.97223280000617,circle,"(-480.0, -270.0)",0,1280.5058999947505,1280.4933000006713,True,False
14,2,191.98911960000987,circle,"(-480.0, -270.0)",0,1297.3926999984542,1297.380100004375,True,False
14,2,192.0062528999988,circle,"(-480.0, -270.0)",0,1314.5259999873815,1314.5133999933023,True,False
14,2,192.02252790000057,circle,"(-480.0, -270.0)",0,1330.800999989151,1330.7883999950718,True,False
14,2,192.0394121999998,circle,"(-480.0, -270.0)",0,1347.6852999883704,1347.6726999942912,True,False
14,2,192.05616069999814,circle,"(-480.0, -270.0)",0,1364.4337999867275,1364.4211999926483,True,False
14,2,192.07239370000025,circle,"(-480.0, -270.0)",0,1380.6667999888305,1380.6541999947513,True,False
14,2,192.08920180000132,circle,"(-480.0, -270.0)",0,1397.474899989902,1397.4622999958228,True,False
14,2,192.10541530000046,circle,"(-480.0, -270.0)",0,1413.6883999890415,1413.6757999949623,True,False
14,2,192.1224254000117,circle,"(-480.0, -270.0)",0,1430.6985000002896,1430.6859000062104,True,False
