trial_num,selection_num,timestamp,shape,position,fixation_duration_ms,rt_from_trial_start_ms,rt_from_previous_selection_ms,queued_selection,was_executed
5,1,62.30069469998125,t,"(480.0, 270.0)",337.08630001638085,5265.412600012496,5265.412600012496,False,True
5,2,65.56493429996772,star,"(-480.0, 270.0)",332.80229999218136,8529.652199998964,3264.2395999864675,False,True
5,3,67.03197229997022,star,"(-480.0, 270.0)",336.06739999959245,9996.690200001467,1467.0380000025034,True,False
5,3,67.05014119995758,star,"(-480.0, 270.0)",0,10014.859099988826,1485.206899989862,True,False
5,3,67.06774299999233,star,"(-480.0, 270.0)",0,10032.46090002358,1502.808700024616,True,False
5,3,67.08089019998442,star,"(-480.0, 270.0)",0,10045.60810001567,1515.9559000167064,True,False
5,3,67.09795109997503,star,"(-480.0, 270.0)",0,10062.66900000628,1533.0168000073172,True,False
5,3,67.11186750000343,star,"(-480.0, 270.0)",0,10076.585400034674,1546.93320003571,True,False
5,3,67.12856959999772,star,"(-480.0, 270.0)",0,10093.287500028964,1563.6353000300005,True,False
5,3,67.14514479995705,star,"(-480.0, 270.0)",0,10109.862699988298,1580.2104999893345,True,False
5,3,67.16179309994914,star,"(-480.0, 270.0)",0,10126.510999980383,1596.858799981419,True,False
5,3,67.1817924999632,star,"(-480.0, 270.0)",0,10146.51039999444,1616.8581999954768,True,False
5,3,67.19780460000038,star,"(-480.0, 270.0)",0,10162.522500031628,1632.870300032664,True,False
5,3,67.21608220000053,star,"(-480.0, 270.0)",0,10180.800100031774,1651.1479000328109,True,False
5,3,67.231839999964,star,"(-480.0, 270.0)",0,10196.557899995241,1666.9056999962777,True,False
5,3,67.24901679996401,star,"(-480.0, 270.0)",0,10213.734699995257,1684.0824999962933,True,False
5,3,67.26611799997045,star,"(-480.0, 270.0)",0,10230.835900001694,1701.18370000273,True,False
5,3,67.28176869999152,star,"(-480.0, 270.0)",0,10246.486600022763,1716.8344000237994,True,False
5,3,67.29797479999252,star,"(-480.0, 270.0)",0,10262.692700023763,1733.0405000247993,True,False
5,3,67.31226649996825,star,"(-480.0, 270.0)",0,10276.984399999492,1747.3322000005282,True,False
5,3,67.32863730000099,star,"(-480.0, 270.0)",0,10293.355200032238,1763.7030000332743,True,False
5,3,67.34528029995272,star,"(-480.0, 270.0)",0,10309.998199983966,1780.345999985002,True,False
5,3,67.36188659997424,star,"(-480.0, 270.0)",0,10326.604500005487,1796.9523000065237,True,False
5,3,69.04996739997296,t,"(480.0, 270.0)",334.41519999178126,12014.685300004203,3485.0331000052392,False,True
5,4,71.4607004999998,cross,"(480.0, -270.0)",344.1366000333801,14425.418400031049,2410.733100026846,False,True
6,1,73.91216249996796,cross,"(480.0, -270.0)",334.2356999637559,334.25770001485944,334.25770001485944,False,True
6,2,74.43083119997755,cross,"(480.0, -270.0)",515.5798000050709,852.9264000244439,518.6687000095844,True,False
6,2,74.44724809995387,cross,"(480.0, -270.0)",0,869.3433000007644,535.085599985905,True,False
6,2,74.46238689997699,cross,"(480.0, -270.0)",0,884.482100023888,550.2244000090286,True,False
6,2,74.4787212999654,cross,"(480.0, -270.0)",0,900.8165000122972,566.5587999974377,True,False
6,2,74.49628719995962,cross,"(480.0, -270.0)",0,918.3824000065215,584.124699991662,True,False
6,2,74.51182489999337,cross,"(480.0, -270.0)",0,933.9201000402682,599.6624000254087,True,False
6,2,74.52912009996362,cross,"(480.0, -270.0)",0,951.2153000105172,616.9575999956578,True,False
6,2,74.54506019997643,cross,"(480.0, -270.0)",0,967.15540002333,632.8977000084706,True,False
6,2,74.5591274999897,cross,"(480.0, -270.0)",0,981.2227000365965,646.9650000217371,True,False
6,2,74.57614479999756,cross,"(480.0, -270.0)",0,998.2400000444613,663.9823000296019,True,False
6,2,74.59273779997602,cross,"(480.0, -270.0)",0,1014.833000022918,680.5753000080585,True,False
6,2,74.60950859996956,cross,"(480.0, -270.0)",0,1031.6038000164554,697.3461000015959,True,False
6,2,74.6265631999704,cross,"(480.0, -270.0)",0,1048.6584000173025,714.400700002443,True,False
6,2,74.6462668000022,cross,"(480.0, -270.0)",0,1068.3620000490919,734.1043000342324,True,False
6,2,74.6619618999539,cross,"(480.0, -270.0)",0,1084.0571000007913,749.7993999859318,True,False
6,2,74.67936579999514,cross,"(480.0, -270.0)",0,1101.4610000420362,767.2033000271767,True,False
6,2,74.69512799999211,cross,"(480.0, -270.0)",0,1117.2232000390068,782.9655000241473,True,False
6,2,74.71303629997419,cross,"(480.0, -270.0)",0,1135.1315000210889,800.8738000062294,True,False
6,2,74.72772329999134,cross,"(480.0, -270.0)",0,1149.8185000382364,815.5608000233769,True,False
6,2,74.74522789998446,cross,"(480.0, -270.0)",0,1167.3231000313535,833.0654000164941,True,False
6,2,74.759247399983,cross,"(480.0, -270.0)",0,1181.3426000298932,847.0849000150338,True,False
6,2,74.7757931999513,cross,"(480.0, -270.0)",0,1197.8883999981917,863.6306999833323,True,False
6,2,74.79238949995488,cross,"(480.0, -270.0)",0,1214.4847000017762,880.2269999869168,True,False
6,2,74.80917619995307,cross,"(480.0, -270.0)",0,1231.2713999999687,897.0136999851093,True,False
6,2,74.82592689996818,cross,"(480.0, -270.0)",0,1248.0221000150777,913.7644000002183,True,False
6,2,74.8433989000041,cross,"(480.0, -270.0)",0,1265.4941000510007,931.2364000361413,True,False
6,2,74.86279210000066,cross,"(480.0, -270.0)",0,1284.8873000475578,950.6296000326984,True,False
6,2,74.87871439999435,cross,"(480.0, -270.0)",0,1300.809600041248,966.5519000263885,True,False
