trial_num,phase,timestamp,event_type,shape,position,additional_info
0,AG,1364.007828300004,videoStart,all,center,video=balloons_5
0,AG,1369.1737372000061,videoEnd,all,center,"video=balloons_5, duration=5.14s"
1,training,1370.682300799992,trial_start,all,,shape_order=circle-cross-star-t
1,training,1371.6848680999829,fixator_end,all,,
1,training,1371.701651899988,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
1,training,1373.5184876999992,animation_end,circle,"(-480.0, -270.0)",duration=1817ms
1,training,1373.5360327999806,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
1,training,1375.3176986000035,animation_end,cross,"(480.0, -270.0)",duration=1782ms
1,training,1375.3346452999976,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
1,training,1377.133506299986,animation_end,star,"(-480.0, 270.0)",duration=1799ms
1,training,1377.1494934999791,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
1,training,1378.9644989999942,animation_end,t,"(480.0, 270.0)",duration=1815ms
1,training,1378.9825490999792,trial_end,all,,shapes_shown=circle-cross-star-t
2,training,1379.9990073999797,trial_start,all,,shape_order=circle-cross-star-t
2,training,1381.0125892999931,fixator_end,all,,
2,training,1381.0301655000076,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
2,training,1382.845254099986,animation_end,circle,"(-480.0, -270.0)",duration=1815ms
2,training,1382.859271399997,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
2,training,1384.6613943999982,animation_end,cross,"(480.0, -270.0)",duration=1802ms
2,training,1384.6787484999804,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
2,training,1386.4776992999832,animation_end,star,"(-480.0, 270.0)",duration=1799ms
2,training,1386.4952088999853,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
2,training,1388.309996099997,animation_end,t,"(480.0, 270.0)",duration=1815ms
2,training,1388.3278317000077,trial_end,all,,shapes_shown=circle-cross-star-t
3,training,1389.3332063999842,trial_start,all,,shape_order=circle-cross-star-t
3,training,1390.3428072999814,fixator_end,all,,
3,training,1390.360208500002,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
3,training,1392.144792999985,animation_end,circle,"(-480.0, -270.0)",duration=1785ms
3,training,1392.162309199979,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
3,training,1393.9443197000073,animation_end,cross,"(480.0, -270.0)",duration=1782ms
3,training,1393.96128649998,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
3,training,1395.777325700008,animation_end,star,"(-480.0, 270.0)",duration=1816ms
3,training,1395.7943695999857,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
3,training,1397.5934930999938,animation_end,t,"(480.0, 270.0)",duration=1799ms
3,training,1397.6108408999862,trial_end,all,,shapes_shown=circle-cross-star-t
4,training,1398.6266131000011,trial_start,all,,shape_order=circle-cross-star-t
4,training,1399.6433853000053,fixator_end,all,,
4,training,1399.6600846000074,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
4,training,1401.4585951000045,animation_end,circle,"(-480.0, -270.0)",duration=1798ms
4,training,1401.4765864000074,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
4,training,1403.2910710999859,animation_end,cross,"(480.0, -270.0)",duration=1814ms
4,training,1403.3080512000015,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
4,training,1405.1063193999871,animation_end,star,"(-480.0, 270.0)",duration=1798ms
4,training,1405.1243392000033,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
4,training,1406.9228756999946,animation_end,t,"(480.0, 270.0)",duration=1799ms
4,training,1406.939084499987,trial_end,all,,shapes_shown=circle-cross-star-t
4,AG,1407.9553919000027,videoStart,all,center,video=bouncyballs_5
4,AG,1413.1178848999843,videoEnd,all,center,"video=bouncyballs_5, duration=5.14s"
5,training,1414.6376421999885,trial_start,all,,shape_order=circle-cross-star-t
5,training,1415.6511006999935,fixator_end,all,,
5,training,1415.668620499986,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
5,training,1417.4679411999823,animation_end,circle,"(-480.0, -270.0)",duration=1799ms
5,training,1417.484001499979,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
5,training,1419.2830322999798,animation_end,cross,"(480.0, -270.0)",duration=1799ms
5,training,1419.300716400001,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
5,training,1421.1196422000066,animation_end,star,"(-480.0, 270.0)",duration=1819ms
5,training,1421.1331833000004,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
5,training,1422.9341500999872,animation_end,t,"(480.0, 270.0)",duration=1801ms
5,training,1422.9509419999958,trial_end,all,,shapes_shown=circle-cross-star-t
6,training,1423.9672092999972,trial_start,all,,shape_order=circle-cross-star-t
6,training,1424.9859550999827,fixator_end,all,,
6,training,1425.0011040999962,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
6,training,1426.7996025999892,animation_end,circle,"(-480.0, -270.0)",duration=1798ms
6,training,1426.8174647999986,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
6,training,1428.616028599994,animation_end,cross,"(480.0, -270.0)",duration=1799ms
6,training,1428.6323475999816,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
6,training,1430.432338499988,animation_end,star,"(-480.0, 270.0)",duration=1800ms
6,training,1430.4485860999848,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
6,training,1432.2480865999823,animation_end,t,"(480.0, 270.0)",duration=1799ms
6,training,1432.2648020999914,trial_end,all,,shapes_shown=circle-cross-star-t
7,training,1433.2814981999982,trial_start,all,,shape_order=circle-cross-star-t
7,training,1434.2982458999904,fixator_end,all,,
7,training,1434.3140784999996,animation_start,circle,"(-480.0, -270.0)",sequence_position=1/4
7,training,1436.111666599987,animation_end,circle,"(-480.0, -270.0)",duration=1798ms
7,training,1436.1308635000023,animation_start,cross,"(480.0, -270.0)",sequence_position=2/4
7,training,1437.9465660999995,animation_end,cross,"(480.0, -270.0)",duration=1816ms
7,training,1437.964894100005,animation_start,star,"(-480.0, 270.0)",sequence_position=3/4
7,training,1439.7617871999973,animation_end,star,"(-480.0, 270.0)",duration=1797ms
7,training,1439.7799014000047,animation_start,t,"(480.0, 270.0)",sequence_position=4/4
7,training,1441.576127999986,animation_end,t,"(480.0, 270.0)",duration=1796ms
7,training,1441.5947769999912,trial_end,all,,shapes_shown=circle-cross-star-t
8,training,1442.6100496999861,trial_start,all,,shape_order=circle-cross-star-t
8,training,1443.6271342999826,fixator_end,all,,
