trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,star,"(-480.0, 270.0)",261
15,2,"star,circle","(-480.0, 270.0),(-480.0, -270.0)","3,982,814"
16,4,"circle,star,t,star","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, 270.0)","264,193,335,631,800"
17,3,"circle,t,cross","(-480.0, -270.0),(480.0, 270.0),(480.0, -270.0)","31,325,992,466"
18,1,circle,"(-480.0, -270.0)",429
19,4,"star,t,cross,t","(-480.0, 270.0),(480.0, 270.0),(480.0, -270.0),(480.0, 270.0)","262,446,529,832,765"
20,2,"star,circle","(-480.0, 270.0),(-480.0, -270.0)","9,453,931"
21,4,"star,circle,star,cross","(-480.0, 270.0),(-480.0, -270.0),(-480.0, 270.0),(480.0, -270.0)","1,362,261,623,324,360"
