trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,circle,circle,circle","(-480.0, -270.0),(-480.0, -270.0),(-480.0, -270.0),(-480.0, -270.0)","1,429,231,522,992,300"
14,4,"circle,circle,cross,t","(-480.0, -270.0),(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0)","2,495,228,232,164,280"
15,4,"cross,cross,cross,cross","(480.0, -270.0),(480.0, -270.0),(480.0, -270.0),(480.0, -270.0)","412,231,422,982,283"
