trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","262,2232,2033,4365"
14,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","263,2616,1790,1824"
15,4,"circle,cross,star,t","(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","381,2533,1980,2116"
