trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,2,"circle,cross","(-480.0, -270.0),(480.0, -270.0)","268,2962"
14,3,"t,star,cross","(480.0, 270.0),(-480.0, 270.0),(480.0, -270.0)","1562,2631,3132"
15,4,"t,circle,star,t","(480.0, 270.0),(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0)","980,3648,2334,2866"
16,3,"star,cross,star","(-480.0, 270.0),(480.0, -270.0),(-480.0, 270.0)","289,2467,2731"
18,4,"star,cross,t,star","(-480.0, 270.0),(480.0, -270.0),(480.0, 270.0),(-480.0, 270.0)","2997,3331,4082,2649"
19,1,cross,"(480.0, -270.0)",1795
20,2,"star,cross","(-480.0, 270.0),(480.0, -270.0)","265,2929"
21,2,"star,cross","(-480.0, 270.0),(480.0, -270.0)","1350,2579"
