trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"star,cross,star,circle","(-480.0, 270.0),(480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0)","863,3398,5132,4264"
14,4,"circle,star,circle,cross","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(480.0, -270.0)","1660,5079,2734,4632"
15,1,cross,"(480.0, -270.0)",1512
17,4,"cross,circle,cross,star","(480.0, -270.0),(-480.0, -270.0),(480.0, -270.0),(-480.0, 270.0)","549,2831,4698,5399"
