trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"cross,star,cross,star","(480.0, -270.0),(-480.0, 270.0),(480.0, -270.0),(-480.0, 270.0)","780,2781,5328,2186"
14,4,"t,star,t,star","(480.0, 270.0),(-480.0, 270.0),(480.0, 270.0),(-480.0, 270.0)","581,3601,4279,3749"
15,1,star,"(-480.0, 270.0)",724
16,4,"star,star,cross,t","(-480.0, 270.0),(-480.0, 270.0),(480.0, -270.0),(480.0, 270.0)","262,6812,3999,2318"
