trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,4,"star,circle,cross,t","(-480.0, 270.0),(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0)","1112,2665,4898,2399"
15,4,"star,circle,cross,t","(-480.0, 270.0),(-480.0, -270.0),(480.0, -270.0),(480.0, 270.0)","264,2499,2765,1932"
16,4,"cross,circle,star,circle","(480.0, -270.0),(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0)","263,2166,1999,2398"
