trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,1,circle,"(-480.0, -270.0)",3861
14,1,circle,"(-480.0, -270.0)",2261
15,1,circle,"(-480.0, -270.0)",264
16,1,cross,"(480.0, -270.0)",4710
17,1,circle,"(-480.0, -270.0)",265
18,1,circle,"(-480.0, -270.0)",1381
19,1,star,"(-480.0, 270.0)",1398
21,1,circle,"(-480.0, -270.0)",263
