trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,2,"circle,circle","(-480.0, -270.0),(-480.0, -270.0)","1301,3179"
14,3,"circle,circle,circle","(-480.0, -270.0),(-480.0, -270.0),(-480.0, -270.0)","2076,4033,3433"
16,4,"cross,circle,circle,circle","(480.0, -270.0),(-480.0, -270.0),(-480.0, -270.0),(-480.0, -270.0)","311,3536,2830,4649"
17,4,"t,circle,circle,circle","(480.0, 270.0),(-480.0, -270.0),(-480.0, -270.0),(-480.0, -270.0)","554,2468,2790,4642"
18,4,"t,star,star,star","(480.0, 270.0),(-480.0, 270.0),(-480.0, 270.0),(-480.0, 270.0)","480,2213,2953,2963"
